v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV1-69*04,IGHD3-10*01,IGHJ6*03,33,0,1,5,1,0,0,5,0,0,72,2
IGHV3-30*03,IGHD6-13*01,IGHJ6*02,133,0,2,1,1,0,0,12,0,1,72,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,46,0,4,0,6,0,0,20,4,0,66,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,191,8,2,0,1,0,0,10,2,0,51,10
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,113,1,0,6,7,0,0,24,0,0,60,1
IGHV1-2*02,IGHD5-24*01,IGHJ3*01,46,2,1,3,7,0,0,6,4,0,47,1
IGHV4-61*01,IGHD3-22*01,IGHJ4*02,129,1,2,0,2,0,0,3,0,0,57,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,188,0,2,0,8,0,0,9,7,0,54,2
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ4*02,108,0,1,2,8,0,0,12,6,0,51,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,90,0,0,1,8,0,0,1,8,0,51,4
IGHV5-51*01,IGHD2-15*01,IGHJ4*02,230,0,0,3,2,0,0,3,0,0,57,1
IGHV4-61*02,IGHD5-12*01,IGHJ5*02,8,1,7,1,1,0,0,10,3,0,57,1
IGHV3-15*01,IGHD3-10*01,IGHJ4*02,209,3,4,8,1,0,0,1,1,0,45,1
IGHV4-34*01,IGHD3-22*01,IGHJ3*02,53,0,0,1,0,0,0,15,0,0,75,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,36,1,0,0,14,0,0,8,0,0,57,4
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,104,1,10,5,3,0,0,2,0,0,42,1
IGHV3-30*03,IGHD3-22*01,IGHJ3*02,218,3,1,7,3,0,0,7,0,0,54,1
IGHV1-3*01,IGHD3-9*01,IGHJ6*03,143,0,6,0,17,0,0,0,0,0,51,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,36,0,0,2,3,0,0,5,7,0,66,1
IGHV4-34*01,IGHD2/OR15-2a*01,IGHJ5*02,209,1,0,0,8,0,0,4,0,0,57,1
IGHV6-1*01,IGHD3-10*01,IGHJ6*03,211,1,6,8,4,0,0,5,3,0,63,1
IGHV4-4*02,IGHD4-17*01,IGHJ6*03,151,1,0,7,4,0,0,7,0,0,54,1
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,63,0,3,0,0,0,0,4,1,0,66,1
IGHV4-61*01,IGHD3-9*01,IGHJ2*01,129,1,14,10,7,0,0,25,0,0,57,1
IGHV4-31*03,IGHD3-3*02,IGHJ6*02,193,1,6,9,8,0,0,8,0,0,58,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,48,1,2,0,5,0,0,1,0,0,39,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,84,0,0,7,5,0,0,7,0,0,75,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,237,3,0,0,1,0,0,10,0,0,69,1
IGHV4-59*08,IGHD3-16*02,IGHJ3*02,0,0,0,26,8,0,0,27,0,0,60,3
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ4*02,214,0,1,2,8,0,0,12,6,0,51,1
IGHV4-61*01,IGHD3-22*01,IGHJ4*02,171,1,3,0,2,0,0,4,0,0,57,1
IGHV4-39*01,IGHD3-22*01,IGHJ6*03,35,0,10,4,2,0,0,0,2,0,60,1
IGHV3-66*03,IGHD3-16*01,IGHJ3*02,198,0,11,0,0,0,0,0,7,0,63,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,87,2,0,4,4,0,0,8,3,0,69,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,126,8,2,0,1,0,0,10,2,0,51,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*01,118,2,3,5,6,0,0,2,0,0,45,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,140,0,1,1,0,0,0,1,2,0,60,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,142,1,0,10,3,0,0,0,2,0,39,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,77,0,3,0,5,0,0,5,4,0,48,1
IGHV4-31*03,IGHD5/OR15-5a*01,IGHJ6*03,254,1,3,0,14,0,0,17,0,0,65,1
IGHV3-66*03,IGHD5-24*01,IGHJ4*02,251,2,1,6,5,0,0,11,0,0,45,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,230,0,1,10,8,0,0,5,0,0,60,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,46,2,0,0,1,0,0,2,0,0,58,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,133,1,0,6,9,0,0,8,13,0,57,1
IGHV3-23*04,IGHD2-8*02,IGHJ4*02,75,0,5,0,1,0,0,2,2,0,57,2
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,221,3,0,16,11,0,0,7,0,0,51,1
IGHV3-30*03,IGHD3/OR15-3a*01,IGHJ3*02,234,3,1,0,7,0,0,8,11,0,69,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,75,1,10,5,3,0,0,2,0,0,42,11
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,185,0,2,1,6,0,0,5,5,0,60,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,148,0,0,1,1,0,0,10,0,0,57,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,46,0,0,0,6,0,0,16,4,0,66,10
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,139,1,9,3,4,0,0,7,12,0,63,3
IGHV4-59*08,IGHD3-16*02,IGHJ4*01,44,1,1,8,6,0,0,2,0,0,51,1
IGHV4-61*01,IGHD3-16*02,IGHJ6*03,132,1,3,0,16,0,0,0,0,0,60,1
IGHV4-34*01,IGHD6-13*01,IGHJ6*03,121,0,0,3,2,0,0,4,3,0,66,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,193,4,2,0,3,0,0,9,2,0,52,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*03,189,1,0,0,2,0,0,2,9,0,69,1
IGHV3-7*03,IGHD2-8*02,IGHJ4*02,227,1,5,2,5,0,0,6,0,0,52,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02,57,2,0,6,8,0,0,2,0,0,45,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,139,0,0,7,5,0,0,7,0,0,75,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,132,1,10,5,3,0,0,2,0,0,42,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,177,1,1,9,7,0,0,1,0,0,39,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,12,0,0,1,8,0,0,1,8,0,51,3
IGHV1-2*02,IGHD2-8*01,IGHJ5*02,113,0,6,13,8,0,0,1,0,0,36,1
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,64,0,3,0,4,0,0,4,5,0,66,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*01,69,1,0,14,12,0,0,31,0,0,51,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,230,1,0,1,0,0,0,2,2,0,63,1
IGHV3-30*03,IGHD3-22*01,IGHJ3*01,162,3,1,5,6,0,0,7,2,0,55,1
IGHV4-59*08,IGHD4/OR15-4a*01,IGHJ4*02,44,0,1,0,5,0,0,3,4,0,48,2
IGHV1-18*04,IGHD6-13*01,IGHJ4*02,222,0,3,1,5,0,0,3,0,0,43,1
IGHV4-4*07,IGHD6-6*01,IGHJ5*02,32,2,2,0,0,0,0,1,2,0,48,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,60,1,0,0,6,0,0,7,7,0,66,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,235,1,3,10,13,0,0,21,0,0,39,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,169,0,0,1,3,0,0,1,3,0,51,2
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,217,1,3,10,13,0,0,21,0,0,39,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,145,1,2,3,3,0,0,4,0,0,43,2
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,54,1,2,3,3,0,0,4,0,0,43,1
IGHV3-NL1*01,IGHD3/OR15-3a*01,IGHJ6*02,234,0,9,9,9,0,0,14,0,0,61,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,210,1,0,0,14,0,0,8,0,0,57,1
IGHV1-69*04,IGHD3-3*01,IGHJ6*03,26,4,1,14,2,0,0,18,0,0,71,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,168,0,0,1,3,0,0,1,3,0,51,2
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,72,1,3,0,0,0,0,1,5,0,69,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,40,0,17,0,4,0,0,7,1,0,48,1
IGHV1-2*02,IGHD3-10*01,IGHJ5*02,24,1,6,0,2,0,0,3,0,0,56,1
IGHV4-59*08,IGHD6-13*01,IGHJ4*02,53,1,0,0,2,0,0,1,7,0,54,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*03,2,1,1,10,17,0,0,9,7,0,50,2
IGHV1-3*01,IGHD3/OR15-3a*01,IGHJ5*02,164,0,1,0,6,0,0,28,16,0,99,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,195,0,0,3,2,0,0,5,0,0,57,3
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,82,1,0,0,0,0,0,0,14,0,72,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,17,0,0,1,3,0,0,1,3,0,51,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,79,0,0,1,1,0,0,10,0,0,57,2
IGHV4-59*08,IGHD5-24*01,IGHJ6*02,35,2,1,0,9,0,0,8,3,0,62,1
IGHV4-61*02,IGHD3-16*02,IGHJ3*02,0,1,1,8,4,0,0,2,18,0,73,1
IGHV4-59*08,IGHD2-2*01,IGHJ4*01,133,1,7,2,1,0,0,1,5,0,54,2
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,7,1,3,10,13,0,0,22,0,0,40,2
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,122,0,0,1,6,0,0,9,17,0,71,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,15,2,0,13,17,0,0,0,0,0,27,1
IGHV4-59*08,IGHD1-14*01,IGHJ4*02,77,0,2,2,5,0,0,8,3,0,47,1
IGHV4-4*07,IGHD1-26*01,IGHJ6*02,191,0,6,0,6,0,0,3,0,0,54,1
IGHV4-31*03,IGHD3-3*01,IGHJ4*02,166,0,5,9,10,0,0,1,0,0,36,1
IGHV4-59*08,IGHD3-16*02,IGHJ5*02,60,0,3,3,13,0,0,1,8,0,58,1
IGHV4-31*03,IGHD3-10*01,IGHJ4*02,0,2,6,10,3,0,0,1,0,0,39,1
IGHV3-30*03,IGHD6-19*01,IGHJ3*01,89,0,0,5,6,0,0,4,19,0,63,1
IGHV4-31*03,IGHD3-16*02,IGHJ3*02,32,0,16,7,4,0,0,8,0,0,48,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,190,1,2,2,0,0,0,14,3,0,60,3
IGHV1-69*04,IGHD6-13*01,IGHJ4*02,45,1,2,1,10,0,0,3,4,0,42,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*02,46,2,0,4,1,0,0,7,0,0,63,6
IGHV4-4*07,IGHD1-26*01,IGHJ6*02,155,0,6,0,6,0,0,3,0,0,54,1
IGHV4-59*08,IGHD2-2*03,IGHJ3*01,78,0,15,3,1,0,0,10,8,0,60,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,257,1,2,0,3,0,0,6,2,0,52,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,63,0,0,4,0,0,0,4,6,0,54,3
IGHV1-69*04,IGHD2/OR15-2a*01,IGHJ6*03,95,1,0,3,8,0,0,4,0,0,66,1
IGHV3-66*03,IGHD2-2*02,IGHJ3*02,216,0,3,2,0,0,0,0,7,0,63,1
IGHV3-15*01,IGHD3-10*01,IGHJ6*02,78,1,6,4,7,0,0,1,0,0,57,1
IGHV3-66*03,IGHD4-23*01,IGHJ3*02,235,0,0,0,4,0,0,12,3,0,60,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,255,8,2,0,1,0,0,10,2,0,51,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,19,0,4,4,12,0,0,9,0,0,63,1
IGHV4-59*10,IGHD5/OR15-5a*01,IGHJ4*02,135,2,0,0,0,0,0,4,13,0,66,1
IGHV4-34*01,IGHD3-3*01,IGHJ6*03,192,0,5,0,5,0,0,23,0,0,87,1
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,132,1,3,0,0,0,0,1,5,0,69,2
IGHV4-59*08,IGHD3-16*01,IGHJ3*01,134,0,3,0,4,0,0,0,0,0,60,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,0,0,3,0,4,0,0,5,3,0,48,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,111,0,0,1,8,0,0,1,8,0,51,2
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,26,0,0,1,8,0,0,1,8,0,51,7
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,129,0,0,9,9,0,0,3,0,0,59,1
IGHV4-34*01,IGHD3/OR15-3a*01,IGHJ6*02,205,1,1,0,8,0,0,2,0,0,66,1
IGHV1-46*01,IGHD2-21*02,IGHJ6*02,100,1,0,2,0,0,0,22,3,0,93,2
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,106,1,4,10,13,0,0,23,0,0,40,1
IGHV1-2*02,IGHD6-13*01,IGHJ4*02,38,0,2,6,7,0,0,2,0,0,36,1
IGHV3-43*02,IGHD3/OR15-3a*01,IGHJ6*02,70,2,0,10,1,0,0,0,3,0,66,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,14,0,0,1,8,0,0,1,8,0,51,1
IGHV3-30*03,IGHD3-10*01,IGHJ3*02,142,0,4,4,0,0,0,1,9,0,63,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,44,0,4,5,0,0,0,9,4,0,63,5
IGHV1-69*04,IGHD2-15*01,IGHJ4*02,49,1,2,3,13,0,0,5,0,0,45,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,153,2,1,9,7,0,0,2,0,0,39,2
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,80,0,0,1,8,0,0,1,8,0,51,2
IGHV3-23*04,IGHD2-21*02,IGHJ1*01,114,0,1,0,1,0,0,6,2,0,66,1
IGHV3-15*01,IGHD3-10*01,IGHJ4*02,189,3,4,8,13,0,0,1,14,0,46,1
IGHV4-59*08,IGHD6-13*01,IGHJ5*02,1,2,1,0,2,0,0,3,4,0,54,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,119,3,0,16,8,0,0,7,0,0,54,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,147,1,0,10,3,0,0,0,2,0,39,3
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,33,0,0,1,1,0,0,1,1,0,51,2
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,193,0,7,0,0,0,0,0,2,0,54,1
IGHV1-69*04+G278T,IGHD1-1*01,IGHJ5*02,133,0,3,10,4,0,0,17,0,0,48,1
IGHV4-39*01,IGHD4-17*01,IGHJ4*02,23,1,1,1,6,0,0,4,0,0,39,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,60,1,1,13,17,0,0,12,0,0,39,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,197,0,2,0,8,0,0,9,7,0,54,11
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,81,1,14,7,14,0,0,4,3,0,51,1
IGHV1-69*04,IGHD3-3*01,IGHJ6*03,139,0,7,0,11,0,0,16,0,0,72,1
IGHV4-30-2*05,IGHD2-2*02,IGHJ6*03,202,0,5,1,0,0,0,1,0,0,69,1
IGHV4-61*01,IGHD3/OR15-3a*01,IGHJ6*02,273,1,4,15,12,0,0,13,0,0,55,1
IGHV3-48*03,IGHD5-18*01,IGHJ4*02,214,1,7,0,6,0,0,15,2,0,51,1
IGHV4-59*08,IGHD3-10*01,IGHJ4*02,191,1,0,0,0,0,0,3,1,0,62,1
IGHV3-30*03,IGHD6-19*01,IGHJ6*02,60,0,0,16,10,0,0,22,0,0,60,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*03,145,0,1,1,0,0,0,1,3,0,61,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,143,1,0,0,0,0,0,0,14,0,72,3
IGHV4-39*01+G281C,IGHD3-16*02,IGHJ3*01,46,0,1,2,10,0,0,0,0,0,54,1
IGHV4-61*02,IGHD5/OR15-5a*01,IGHJ6*02,106,2,10,1,15,0,0,7,3,0,48,1
IGHV3-48*01,IGHD3-3*01,IGHJ2*01,193,0,0,0,5,0,0,15,0,0,74,1
IGHV3-66*03,IGHD5-18*01,IGHJ4*02,254,0,2,0,8,0,0,9,7,0,54,2
IGHV4-30-2*05,IGHD3-10*01,IGHJ6*02,137,0,4,4,2,0,0,2,0,0,66,1
IGHV3-74*01,IGHD3-22*01,IGHJ4*02,146,2,6,6,8,0,0,2,0,0,39,1
IGHV4-39*01,IGHD6-19*01,IGHJ4*02,0,1,5,0,7,0,0,0,0,0,36,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,134,2,3,0,11,0,0,2,0,0,45,2
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,219,4,2,0,3,0,0,8,2,0,51,1
IGHV4-34*01,IGHD3-22*01,IGHJ3*02,23,0,0,1,4,0,0,15,5,0,76,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,128,0,3,0,8,0,0,3,0,0,66,1
IGHV4-59*10,IGHD3-3*02,IGHJ5*01,151,2,2,9,9,20,0,0,0,0,40,1
IGHV1-2*02,IGHD3/OR15-3a*01,IGHJ6*02,24,1,2,18,10,0,0,10,0,0,53,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,86,0,0,1,3,0,0,1,3,0,51,2
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,139,1,1,4,1,0,0,7,0,0,63,1
IGHV3-74*01,IGHD3-16*02,IGHJ4*02,64,1,3,7,6,0,0,0,3,0,51,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,44,0,0,4,0,0,0,4,6,0,54,4
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,95,0,19,0,4,0,0,9,1,0,48,1
IGHV3-30*03,IGHD4-17*01,IGHJ4*02,21,0,0,1,3,0,0,6,5,0,51,1
IGHV4-59*08,IGHD4-17*01,IGHJ4*02,80,0,0,10,13,0,0,27,0,0,48,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,138,0,0,7,5,0,0,7,0,0,75,2
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,46,1,1,16,4,0,0,2,0,0,54,1
IGHV4-59*08,IGHD3-16*01,IGHJ4*02,187,1,6,6,7,0,0,0,0,0,45,1
IGHV4-39*01,IGHD1-26*01,IGHJ3*01,0,2,10,0,1,0,0,5,0,0,42,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*03,53,0,0,1,3,0,0,3,0,0,63,3
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,252,0,0,9,11,0,0,5,4,0,63,1
IGHV4-61*01,IGHD3/OR15-3a*01,IGHJ2*01,23,4,9,10,7,0,0,23,0,0,57,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,133,0,2,0,5,0,0,4,4,0,48,3
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,5,1,9,3,4,0,0,7,11,0,62,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,43,1,3,10,13,0,0,21,0,0,39,5
IGHV1-69*04,IGHD6-13*01,IGHJ4*02,106,1,1,0,10,0,0,2,3,0,42,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,92,1,0,0,13,0,0,24,0,0,60,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,75,1,0,6,7,0,0,24,0,0,60,1
IGHV4-59*08,IGHD1-20*01,IGHJ6*03,46,1,0,14,16,0,0,19,0,0,48,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,66,4,0,16,8,0,0,8,0,0,54,1
IGHV4-31*03,IGHD3/OR15-3a*01,IGHJ4*02,0,2,7,9,13,0,0,5,0,0,33,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,188,0,0,6,0,0,0,5,5,0,63,1
IGHV4-39*01,IGHD3-3*01,IGHJ5*02,0,0,5,11,11,0,0,1,0,0,36,1
IGHV4-61*01,IGHD5-18*01,IGHJ4*02,73,0,0,6,0,0,0,4,8,0,54,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*03,170,0,2,2,0,0,0,18,5,0,65,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*01,268,1,9,3,6,0,0,8,14,0,64,1
IGHV4-4*07,IGHD2-15*01,IGHJ3*02,64,1,0,22,4,0,0,1,1,0,36,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,26,3,0,16,8,0,0,7,0,0,54,1
IGHV1-18*04+G278A,IGHD2-15*01,IGHJ4*02,63,0,7,7,3,0,0,12,14,0,68,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,35,0,0,1,8,0,0,2,8,0,52,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,138,0,0,5,0,0,0,5,4,0,63,3
IGHV4-59*08,IGHD6-13*01,IGHJ4*02,1,0,3,0,5,0,0,6,4,0,51,1
IGHV3-30*03,IGHD3-22*01,IGHJ3*02,145,0,0,9,1,0,0,3,6,0,60,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,68,0,0,1,8,0,0,1,8,0,51,3
IGHV1-69*04,IGHD6-13*01,IGHJ5*02,11,1,1,0,13,0,0,2,2,0,41,1
IGHV1-2*02,IGHD3-10*01,IGHJ3*02,60,0,0,18,13,0,0,30,0,0,60,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,53,0,4,4,15,0,0,9,3,0,63,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,74,2,0,4,1,0,0,8,0,0,69,1
IGHV4-31*03,IGHD3-10*01,IGHJ6*03,132,1,10,5,2,0,0,7,0,0,63,1
IGHV4-34*01,IGHD6-13*01,IGHJ4*02,152,0,3,0,8,0,0,2,8,0,48,1
IGHV3-15*01,IGHD2-2*01,IGHJ6*02,203,3,0,2,24,0,0,9,0,0,54,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,136,1,2,3,3,0,0,4,0,0,43,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,27,0,4,5,0,0,0,9,4,0,63,1
IGHV4-61*01,IGHD2-21*01,IGHJ5*02,207,1,1,9,2,0,0,1,7,0,54,1
IGHV4-39*01,IGHD6-19*01,IGHJ4*02,132,2,8,1,10,0,0,5,9,0,42,1
IGHV3-30*03,IGHD2-8*01,IGHJ4*02,0,1,1,13,17,0,0,11,0,0,38,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,231,0,4,15,1,0,0,10,0,0,51,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,198,0,0,0,2,0,0,16,0,0,66,1
IGHV1-8*01,IGHD1-1*01,IGHJ4*02,148,0,3,10,13,0,0,20,0,0,39,1
IGHV3-66*01,IGHD1-26*01,IGHJ6*03,210,0,2,0,2,0,0,3,7,0,69,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,121,0,4,15,1,0,0,10,0,0,51,2
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,147,0,0,0,2,0,0,16,0,0,66,1
IGHV4-59*08,IGHD3-10*01,IGHJ3*01,69,0,0,24,6,0,0,27,2,0,60,1
IGHV3-11*05,IGHD3-3*01,IGHJ2*01,78,1,4,5,1,0,0,4,0,0,57,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,197,1,0,2,0,0,0,12,3,0,60,1
IGHV3-48*03,IGHD4-17*01,IGHJ3*02,52,2,1,0,0,0,0,9,8,0,60,1
IGHV3-30*03,IGHD6-19*01,IGHJ3*01,119,0,0,5,6,0,0,4,19,0,63,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,27,0,19,0,3,0,0,9,0,0,48,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,192,0,1,10,8,0,0,5,0,0,60,4
IGHV3-23*04,IGHD3-16*02,IGHJ3*02,99,3,0,26,8,0,0,6,0,0,36,1
IGHV4-59*08,IGHD5-12*01,IGHJ4*02,252,0,0,1,8,0,0,1,8,0,51,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,77,0,3,0,4,0,0,5,3,0,48,1
IGHV5-10-1*01,IGHD6-13*01,IGHJ3*02,118,0,5,0,0,0,0,2,5,0,51,1
IGHV3-30*03,IGHD3-16*02,IGHJ3*02,241,0,10,0,0,0,0,0,7,0,64,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,68,1,2,0,5,0,0,1,0,0,39,1
IGHV3-66*03,IGHD3-10*01,IGHJ6*02,190,0,0,5,4,0,0,2,0,0,67,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,53,1,0,6,7,0,0,24,0,0,60,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,133,0,1,18,13,0,0,7,0,0,36,1
IGHV4-61*02,IGHD6-13*01,IGHJ3*02,72,1,3,4,3,0,0,4,16,0,60,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,79,2,0,1,5,0,0,2,4,0,57,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,189,1,0,4,1,0,0,6,0,0,63,4
IGHV1-2*02,IGHD6-13*01,IGHJ4*02,48,1,2,6,6,0,0,4,4,0,42,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,132,4,2,0,3,0,0,6,1,0,45,2
IGHV3-7*03,IGHD1-1*01,IGHJ5*02,52,1,3,10,15,0,0,26,0,0,45,1
IGHV3-30*03,IGHD2-8*01,IGHJ4*02,0,1,1,15,6,0,0,3,0,0,39,2
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,71,0,0,2,3,0,0,5,7,0,66,2
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,176,1,2,0,5,0,0,1,0,0,39,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,93,0,0,3,2,0,0,5,0,0,57,6
IGHV3-23*04,IGHD6-19*01,IGHJ4*02,9,2,8,0,5,0,0,8,14,0,56,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,27,2,0,13,17,0,0,0,0,0,27,1
IGHV3-23*04,IGHD4-11*01,IGHJ4*02,80,0,5,0,2,0,0,7,1,0,45,1
IGHV3-30*03,IGHD6-13*01,IGHJ4*02,134,0,0,5,7,0,0,5,9,0,51,1
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,0,0,4,0,6,0,0,7,4,0,60,1
IGHV4-59*08,IGHD3-10*01,IGHJ3*02,261,2,1,3,0,0,0,3,11,0,69,1
IGHV3-NL1*01,IGHD3-3*02,IGHJ6*02,209,0,0,9,9,0,0,3,0,0,59,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,145,1,10,5,3,0,0,2,0,0,42,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,55,3,0,16,8,0,0,7,0,0,54,3
