v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV4-39*01,IGHD3-9*01,IGHJ4*02,197,0,3,8,5,0,0,0,10,115,53,1
IGHV4-61*01,IGHD2-8*01,IGHJ6*02,246,1,2,2,1,0,0,12,1,31,81,1
IGHV3-30*03,IGHD2-21*02,IGHJ4*02,155,2,8,1,3,0,0,1,2,116,45,1
IGHV4-31*03,IGHD2/OR15-2a*01,IGHJ3*02,0,1,4,3,4,0,8,2,11,18,62,1
IGHV1-69*04,IGHD2-15*01,IGHJ3*02,0,1,1,14,11,0,0,8,0,30,42,1
IGHV4-30-2*05,IGHD3-22*01,IGHJ3*02,87,1,2,6,4,0,0,9,0,30,57,1
IGHV4-31*03,IGHD6-19*01,IGHJ5*02,47,1,3,3,4,0,0,1,0,30,42,1
IGHV4-61*01,IGHD2-21*02,IGHJ6*02,204,1,3,4,1,0,0,1,0,31,63,1
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,0,2,0,22,15,0,7,32,0,30,57,1
IGHV4-39*01,IGHD6-13*01,IGHJ6*02,139,0,7,3,5,0,0,11,0,117,60,1
IGHV4-59*08,IGHD2-2*01,IGHJ5*02,53,2,5,4,4,0,0,0,7,18,54,1
IGHV1-69*04,IGHD6-13*01,IGHJ4*02,3,1,4,0,10,0,0,5,3,30,42,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,46,1,2,0,7,0,0,5,5,29,50,1
IGHV4-34*01,IGHD3-22*01,IGHJ6*03,184,0,0,9,11,0,0,0,0,117,54,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,164,2,0,14,16,0,0,0,0,30,27,1
IGHV1-69*04+G278T,IGHD6-13*01,IGHJ5*02,11,1,1,5,6,0,0,2,0,30,41,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,90,1,0,4,1,0,0,6,0,21,63,1
IGHV4-59*08,IGHD2-21*02,IGHJ6*03,191,1,1,10,10,0,0,2,0,31,51,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,81,0,1,0,4,0,1,3,5,31,69,1
IGHV1-2*02,IGHD3-16*02,IGHJ6*02,27,1,0,22,19,0,0,21,0,21,59,1
IGHV1-69*04+G278T,IGHD3-3*02,IGHJ3*02,54,2,2,11,7,0,0,15,0,30,54,1
IGHV1-18*04,IGHD2-2*01,IGHJ4*02,98,0,7,2,3,0,0,12,8,30,67,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,146,0,2,0,8,0,0,9,7,116,54,3
IGHV3-43*02,IGHD3-3*01,IGHJ6*02,155,2,0,7,1,0,0,0,0,116,66,1
IGHV3-7*03,IGHD3-10*01,IGHJ4*02,16,1,6,22,5,0,0,1,0,0,26,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ5*02,174,0,0,6,8,0,0,2,0,14,48,1
IGHV3-48*03,IGHD4-17*01,IGHJ3*02,124,2,1,0,1,0,0,9,9,30,60,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,75,0,5,4,12,0,0,10,0,30,63,1
IGHV3-66*01,IGHD6-13*01,IGHJ6*03,200,0,0,1,6,0,0,3,3,31,63,1
IGHV3-15*01,IGHD3-22*01,IGHJ5*02,170,0,7,6,2,0,0,13,0,30,60,1
IGHV1-24*01,IGHD2-21*02,IGHJ6*03,185,1,2,6,11,0,0,0,0,31,51,1
IGHV3-23*04,IGHD1-1*01,IGHJ6*03,214,4,0,0,3,0,0,0,4,24,57,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*02,158,0,5,4,4,0,0,1,0,117,51,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*02,203,0,5,4,4,0,0,1,0,116,51,1
IGHV4-34*09,IGHD3-3*01,IGHJ6*02,184,1,7,9,8,0,0,8,0,31,57,2
IGHV1-8*01,IGHD3-10*01,IGHJ6*03,272,0,10,5,4,0,0,5,2,31,62,1
IGHV1-2*02,IGHD2-8*01,IGHJ4*02,74,1,0,15,15,0,0,11,0,116,39,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,186,0,0,17,20,0,0,30,0,36,51,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,28,0,0,2,3,0,0,5,7,30,66,1
IGHV4-59*08,IGHD2-21*02,IGHJ3*02,96,0,1,15,10,0,0,19,0,108,51,1
IGHV5-10-1*01,IGHD3-10*01,IGHJ6*02,0,0,2,2,10,0,4,1,19,23,78,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,133,0,0,6,0,0,0,0,7,29,60,1
IGHV1-18*04,IGHD2-2*01,IGHJ4*02,152,0,7,2,3,0,0,12,7,116,66,2
IGHV4-31*03,IGHD3-16*02,IGHJ6*03,115,1,17,4,8,0,0,16,0,31,66,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,146,0,0,19,18,0,0,30,0,30,51,1
IGHV4-59*08,IGHD4/OR15-4a*01,IGHJ4*02,77,0,1,0,5,0,0,3,4,30,48,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,0,3,16,8,10,0,4,10,0,25,53,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02,234,0,15,2,8,0,0,2,12,116,54,1
IGHV3-30*03,IGHD3-10*02,IGHJ6*02,142,1,1,23,14,0,0,23,0,117,57,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,6,1,10,5,3,0,0,2,0,30,42,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,61,1,2,0,3,0,0,5,2,29,51,2
IGHV1-24*01,IGHD2-21*02,IGHJ6*03,17,2,2,3,15,0,0,1,0,31,50,1
IGHV3-43*02,IGHD3-16*02,IGHJ6*02,164,1,5,7,12,0,0,9,0,117,66,1
IGHV4-34*01,IGHD3/OR15-3a*01,IGHJ3*02,152,8,3,24,10,0,0,35,0,30,51,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,45,0,0,19,18,0,0,30,0,30,51,2
IGHV1-2*02,IGHD3-9*01,IGHJ5*02,24,0,3,3,2,0,0,3,0,21,57,1
IGHV1-69*04,IGHD6-13*01,IGHJ4*02,113,1,4,0,10,0,0,5,3,30,42,1
IGHV4-61*01,IGHD2-21*02,IGHJ4*02,236,2,1,7,4,0,0,5,7,30,54,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02,207,1,0,0,0,0,0,0,14,22,72,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,126,0,2,0,5,0,0,4,4,30,48,1
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,81,2,0,22,15,0,0,32,0,30,57,3
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,46,0,0,0,4,0,0,6,8,30,54,2
IGHV4-34*01,IGHD2-2*03,IGHJ4*02,0,1,10,0,4,0,0,5,1,24,50,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,139,1,1,13,17,0,0,12,0,29,39,1
IGHV3-43*02,IGHD3-3*01,IGHJ6*02,165,2,0,10,1,0,0,0,3,31,66,1
IGHV3-73*01,IGHD2/OR15-2a*01,IGHJ6*02,53,0,0,12,9,0,0,4,0,30,57,1
IGHV1-69*04+G278T,IGHD5-18*01,IGHJ3*02,81,1,0,1,0,0,0,13,8,29,69,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,60,0,0,19,18,0,0,30,0,30,51,8
IGHV3-49*04,IGHD3-16*01,IGHJ4*02,174,1,12,5,7,0,0,2,0,116,42,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,39,2,1,9,7,0,0,2,0,30,39,5
IGHV3-66*01,IGHD3-9*01,IGHJ4*02,159,1,2,9,6,0,0,1,0,116,42,1
IGHV4-4*07,IGHD3-16*02,IGHJ1*01,249,1,3,19,20,0,0,26,0,117,52,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,0,1,18,7,4,0,0,1,0,31,51,1
IGHV4-31*03,IGHD3-3*02,IGHJ6*02,195,1,2,9,8,0,0,3,0,117,57,2
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,103,1,1,12,8,0,0,2,0,31,54,2
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,81,0,7,3,17,0,0,13,8,30,74,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,126,1,10,5,3,0,0,2,0,30,42,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*03,96,1,1,10,10,0,0,10,0,31,51,2
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,221,0,1,10,8,0,0,5,0,117,60,3
IGHV1-69*04+G278T,IGHD2-2*03,IGHJ3*02,63,4,1,7,10,0,0,20,4,30,63,1
IGHV3-30*03,IGHD1-1*01,IGHJ6*02,143,2,3,0,8,0,0,24,4,31,75,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,241,1,1,3,2,0,0,7,0,31,63,1
IGHV4-59*08,IGHD1-14*01,IGHJ4*02,29,0,2,2,2,0,0,8,1,30,48,1
IGHV1-2*02,IGHD2-21*01,IGHJ6*02,48,2,1,14,17,0,0,2,0,31,39,3
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,48,4,0,23,14,0,0,34,0,30,57,1
IGHV4-31*03,IGHD3-10*02,IGHJ4*02,82,1,2,15,22,0,0,18,0,30,36,1
IGHV4-4*02,IGHD5/OR15-5a*01,IGHJ6*03,141,1,12,3,5,0,0,9,0,117,54,1
IGHV1-2*02,IGHD2-21*01,IGHJ6*02,167,2,1,14,17,0,0,2,0,31,39,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,52,0,4,4,12,0,0,9,0,22,63,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,171,1,0,2,0,0,0,12,3,116,60,2
IGHV3-7*03,IGHD3-10*02,IGHJ4*02,84,1,2,17,20,0,0,21,0,116,39,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,85,1,0,6,7,0,0,24,0,27,60,1
IGHV3-72*01,IGHD2-2*02,IGHJ4*02,203,0,1,1,0,0,0,1,2,30,60,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,118,0,2,0,8,0,0,9,7,115,54,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*02,183,8,2,0,1,0,0,10,2,30,51,1
IGHV3-66*03,IGHD6-6*01,IGHJ6*03,263,0,0,0,2,0,0,1,9,117,69,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,106,0,0,4,0,0,0,4,6,30,54,1
IGHV3-72*01,IGHD1-26*01,IGHJ4*02,264,4,0,4,7,0,0,3,0,30,36,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,239,0,0,1,1,0,0,16,0,30,66,3
IGHV3-30*03,IGHD6-13*01,IGHJ6*02,142,0,0,0,0,0,0,1,7,31,72,1
IGHV1-18*04,IGHD2-2*01,IGHJ4*02,54,0,8,2,3,0,0,13,7,30,66,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,64,1,3,10,13,0,0,21,0,29,39,2
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,58,1,1,13,17,0,0,12,0,30,39,15
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,19,0,0,0,4,0,0,6,8,30,54,1
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,0,0,1,26,12,0,8,22,0,30,48,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,147,2,0,14,16,0,0,0,0,30,27,2
IGHV3-74*01,IGHD6-13*01,IGHJ4*02,159,1,2,3,6,0,0,0,14,16,51,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,39,1,0,4,10,0,0,8,0,31,57,2
IGHV4-61*01,IGHD3-16*01,IGHJ5*02,87,1,2,6,10,0,0,5,0,18,54,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,184,0,2,0,1,0,0,2,2,34,51,1
IGHV3-30*03,IGHD2-2*01,IGHJ3*02,162,0,5,1,5,0,0,4,0,116,54,1
IGHV3-15*01,IGHD2-2*01,IGHJ2*01,86,0,5,0,1,0,0,2,3,30,63,1
IGHV3-20*01,IGHD2/OR15-2a*01,IGHJ6*03,67,1,10,19,11,0,0,42,0,31,75,1
IGHV4-59*08,IGHD3/OR15-3a*01,IGHJ3*02,0,0,4,16,13,0,7,21,0,14,49,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,27,0,0,0,4,0,0,6,8,30,54,1
IGHV3-74*01,IGHD6-13*01,IGHJ4*02,64,1,2,3,6,0,0,0,14,30,51,1
IGHV3-23*04,IGHD3-16*01,IGHJ4*02,60,2,2,6,5,0,0,4,0,30,54,1
IGHV1-18*04,IGHD6-19*01,IGHJ4*02,257,0,2,3,4,0,0,8,0,111,48,1
IGHV3-30*03,IGHD3-10*02,IGHJ4*02,119,2,2,18,19,0,0,28,0,116,45,1
IGHV1-69*04,IGHD2-15*01,IGHJ3*01,63,0,11,6,3,0,0,1,0,30,42,1
IGHV3-15*01,IGHD2-8*01,IGHJ4*02,133,0,1,13,17,0,0,8,0,116,36,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,142,0,0,7,5,0,0,7,0,30,75,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,100,0,0,0,10,0,0,10,8,16,57,1
IGHV1-69*04+G278T,IGHD3-16*02,IGHJ6*03,167,4,0,30,20,0,0,45,0,31,71,1
IGHV3-43*02,IGHD3-10*01,IGHJ6*02,205,2,0,24,14,0,0,34,0,31,70,1
IGHV1-2*02,IGHD3-10*02,IGHJ4*02,208,1,2,18,19,0,0,21,0,115,39,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,184,0,0,0,4,0,0,6,8,30,54,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*02,240,0,5,5,0,0,0,10,4,30,63,1
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,86,0,0,3,1,0,0,10,2,30,75,1
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ4*02,97,0,1,2,8,0,0,12,6,24,51,1
IGHV1-18*04+G278A,IGHD2-2*01,IGHJ4*02,131,0,7,2,3,0,0,12,7,116,66,1
IGHV1-69*04+G278T,IGHD3-16*01,IGHJ5*02,81,0,2,4,15,0,0,8,0,30,55,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,68,0,1,1,0,0,0,1,2,30,60,2
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,46,0,0,1,1,0,0,10,0,13,57,1
IGHV4-59*08,IGHD2-21*01,IGHJ6*03,234,1,1,10,10,0,0,2,0,23,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,64,2,16,7,4,0,0,0,0,31,51,5
IGHV1-69*04,IGHD2-2*02,IGHJ4*02,89,3,3,0,0,0,0,6,1,30,60,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,96,0,0,1,1,0,0,16,0,30,66,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,157,0,6,4,4,0,0,6,0,31,66,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,16,4,2,3,2,0,0,6,0,30,45,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,10,0,0,6,0,2,0,0,7,0,60,1
IGHV3-48*03,IGHD3-16*01,IGHJ6*02,0,0,0,14,13,0,7,1,0,31,54,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,8,2,1,9,7,0,0,2,0,30,39,1
IGHV4-61*02,IGHD2/OR15-2a*01,IGHJ5*02,81,3,3,14,8,0,0,5,0,116,39,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,249,1,0,2,0,0,0,12,3,116,60,1
IGHV4-59*08,IGHD2-8*01,IGHJ4*02,168,0,4,13,17,0,0,23,0,30,48,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,81,0,0,7,5,0,0,7,0,30,75,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,133,1,0,4,7,0,0,0,0,20,39,1
IGHV3-30*03,IGHD2/OR15-2a*01,IGHJ4*01,26,3,4,11,4,0,0,12,0,30,49,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,211,1,0,2,0,0,0,12,3,115,60,2
IGHV4-59*08,IGHD1-14*01,IGHJ5*02,189,0,2,4,1,0,0,8,0,30,49,1
IGHV1-69*04+G278T,IGHD2/OR15-2a*01,IGHJ6*02,89,0,0,16,8,0,0,13,0,116,63,1
IGHV4-61*02,IGHD3-16*02,IGHJ3*01,240,0,1,26,11,0,0,31,0,30,60,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,244,1,2,0,3,0,0,4,2,30,50,1
IGHV1-18*04,IGHD3-22*01,IGHJ6*03,139,0,0,4,16,0,0,13,0,30,67,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,65,0,0,1,1,0,0,1,1,15,51,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,133,1,0,6,7,0,0,24,0,30,60,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,68,2,0,16,8,0,0,6,0,31,54,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,186,0,2,0,8,0,0,9,7,116,54,2
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,204,0,0,2,3,0,0,5,7,116,66,2
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,167,0,4,4,15,0,0,9,3,31,63,2
IGHV4-34*01,IGHD1-26*01,IGHJ3*02,131,8,2,0,1,0,0,10,2,34,51,1
IGHV4-59*08,IGHD2-2*01,IGHJ5*02,39,2,5,4,4,0,0,0,7,30,54,1
IGHV3-30*03,IGHD2-15*01,IGHJ3*01,98,1,7,5,8,0,0,2,0,28,42,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,138,0,4,14,9,0,0,4,0,31,51,1
IGHV1-46*01,IGHD3-10*02,IGHJ4*02,176,0,2,18,19,0,0,11,0,116,30,1
IGHV3-30*03,IGHD2-2*02,IGHJ3*02,132,0,3,2,0,0,0,0,7,30,63,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,29,4,2,3,2,0,0,6,0,30,45,2
IGHV1-2*02,IGHD3-16*02,IGHJ3*02,153,0,3,18,16,0,0,6,0,115,36,1
IGHV4-61*01,IGHD1-1*01,IGHJ5*02,155,0,0,7,7,0,0,23,0,30,57,1
IGHV3-30*03,IGHD3-3*01,IGHJ4*02,125,0,6,7,1,0,0,0,12,30,57,1
IGHV3-15*01,IGHD2-2*03,IGHJ3*02,203,1,2,1,5,0,0,7,0,116,59,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*03,96,1,0,0,2,0,0,2,9,116,69,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,131,0,0,0,6,0,0,16,4,30,66,3
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,55,2,0,22,15,0,0,32,0,30,57,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,80,0,0,19,18,0,0,30,0,30,51,1
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,79,1,1,12,8,0,0,2,0,31,54,1
IGHV1-2*02,IGHD4-11*01,IGHJ6*02,46,1,2,6,3,0,0,5,0,31,52,1
IGHV4-61*02,IGHD2-8*01,IGHJ4*02,102,0,4,14,16,0,0,19,0,116,44,1
IGHV4-61*01,IGHD3-3*01,IGHJ2*01,132,3,0,22,15,0,0,33,0,30,57,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,131,0,0,4,0,0,0,4,6,30,54,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,33,0,0,1,8,0,0,1,8,30,51,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*01,47,1,0,14,12,0,0,31,0,30,51,1
IGHV1-46*01,IGHD2-15*01,IGHJ4*02,162,1,2,10,7,0,0,0,0,30,39,1
IGHV4-30-2*05,IGHD3-16*02,IGHJ4*02,195,1,0,12,12,0,0,26,0,30,66,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,64,2,1,18,11,0,0,24,0,30,51,2
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,185,1,1,6,14,0,0,2,0,31,54,1
IGHV3-43*02,IGHD3-3*01,IGHJ6*02,258,2,0,10,4,0,0,0,6,104,66,1
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,123,0,0,9,9,0,0,3,0,117,59,2
IGHV3-43*02,IGHD3/OR15-3a*01,IGHJ6*02,144,2,0,10,1,0,0,0,3,117,66,1
IGHV3-23*04,IGHD3-22*01,IGHJ5*02,172,0,3,5,11,0,0,5,0,116,48,1
IGHV4-34*01,IGHD6-13*01,IGHJ6*03,201,1,0,3,2,0,1,4,3,31,65,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,31,1,0,0,6,0,0,7,7,31,66,1
IGHV4-59*08,IGHD2-21*02,IGHJ3*02,2,0,1,15,10,0,0,18,0,30,50,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,40,1,0,4,10,0,0,8,0,31,57,1
IGHV1-69*04+G278T,IGHD2/OR15-2a*01,IGHJ6*02,237,0,0,16,8,0,0,13,0,118,63,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,201,0,4,4,12,0,0,9,0,25,63,1
IGHV3-66*01,IGHD3-16*02,IGHJ6*04,244,0,9,4,17,0,0,16,9,30,75,1
IGHV3-20*01,IGHD3-16*01,IGHJ6*03,52,1,12,8,7,0,0,23,0,31,75,1
IGHV4-59*08,IGHD4-17*01,IGHJ4*01,0,2,3,7,7,0,5,18,0,14,43,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,90,1,0,6,7,0,0,24,0,23,60,1
IGHV5-51*01,IGHD2-21*02,IGHJ6*02,139,1,1,6,4,0,0,2,11,30,72,1
IGHV3-30*03,IGHD2-8*01,IGHJ4*02,142,2,1,15,15,0,0,19,0,116,45,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,133,0,10,4,17,0,0,17,9,30,75,1
IGHV4-59*08,IGHD3-9*01,IGHJ4*01,0,1,0,16,8,0,0,17,0,30,51,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,134,1,0,0,0,0,0,0,14,30,72,4
IGHV3-72*01,IGHD1-26*01,IGHJ4*02,81,4,0,4,7,0,0,3,0,30,36,1
IGHV3-7*03,IGHD5-24*01,IGHJ4*02,60,1,0,4,5,0,0,0,0,30,38,1
IGHV4-34*01,IGHD4-17*01,IGHJ2*01,168,3,0,0,3,0,0,3,8,116,54,1
IGHV1-18*04+G278A,IGHD2-15*01,IGHJ4*02,64,0,3,5,3,0,0,8,10,30,66,2
IGHV4-39*01+G281C,IGHD6-6*01,IGHJ6*03,64,3,3,0,3,0,0,4,1,31,57,1
IGHV4-59*08,IGHD3-9*01,IGHJ3*02,195,0,7,8,8,0,0,10,0,42,48,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,36,2,0,1,1,0,0,2,0,30,57,1
IGHV3-30*03,IGHD2-2*03,IGHJ3*02,52,0,0,2,2,0,0,6,0,30,63,1
IGHV3-49*04,IGHD3-3*01,IGHJ2*01,195,1,0,22,15,0,0,34,0,30,60,4
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ6*03,113,0,4,4,12,0,0,9,0,31,63,1
IGHV1-24*01,IGHD3-3*02,IGHJ4*01,153,2,10,1,2,0,0,3,4,30,51,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,167,3,0,6,7,0,0,26,0,24,60,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*03,206,0,4,5,1,0,0,10,5,23,64,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,52,2,16,7,4,0,0,0,0,31,51,2
IGHV3-11*05,IGHD2-15*01,IGHJ6*03,59,0,0,6,11,0,0,9,0,31,66,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02,39,0,2,6,8,0,0,7,0,30,50,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02,207,0,0,0,2,0,0,18,13,13,78,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,205,4,2,3,2,0,0,6,0,30,45,1
IGHV3-NL1*01,IGHD3/OR15-3a*01,IGHJ6*02,275,0,9,9,9,0,0,14,0,119,61,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,142,2,3,5,6,0,0,2,0,116,45,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,95,0,1,0,4,0,0,3,5,31,69,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,0,0,4,14,9,0,0,4,0,20,51,1
IGHV1-18*04,IGHD2-2*01,IGHJ4*02,54,0,8,2,3,0,0,13,7,22,66,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,60,1,0,4,7,0,0,0,0,19,39,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,122,0,2,8,8,0,0,8,0,30,51,1
IGHV4-30-2*05,IGHD2-15*01,IGHJ2*01,44,1,1,3,0,0,0,4,9,30,72,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,244,1,14,8,10,0,0,4,0,191,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,106,2,16,7,4,0,0,0,0,30,51,1
IGHV4-31*03,IGHD2-2*01,IGHJ5*02,0,1,11,9,14,0,0,9,0,30,36,1
IGHV1-2*02,IGHD2/OR15-2a*01,IGHJ6*02,48,1,7,8,7,0,0,1,0,31,52,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,68,2,0,14,16,0,0,0,0,116,27,1
IGHV1-2*02,IGHD3-16*01,IGHJ4*02,50,1,4,8,13,0,0,0,0,30,39,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,204,4,2,7,7,0,0,6,0,30,45,1
IGHV1-46*01,IGHD3-22*01,IGHJ6*02,33,0,5,9,8,0,0,5,0,31,57,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,81,1,1,15,9,0,0,6,0,31,54,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,27,0,0,4,0,0,0,4,6,30,54,1
IGHV3-15*01,IGHD3-10*02,IGHJ4*02,201,3,2,18,19,0,0,8,0,116,24,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,66,1,14,3,15,0,0,4,0,31,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ1*01,126,0,6,5,3,0,0,0,0,30,55,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,152,1,1,13,17,0,0,12,0,29,39,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,164,0,0,7,5,0,0,7,0,30,75,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,120,1,1,13,17,0,0,12,0,30,39,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,144,0,1,0,4,0,0,3,5,31,69,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,54,1,0,6,7,0,0,24,0,30,60,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,4,2,1,9,7,0,0,2,0,30,39,1
IGHV1-2*02,IGHD3-22*01,IGHJ5*02,127,1,0,5,5,0,0,0,0,30,51,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,201,4,2,7,7,0,0,6,0,30,45,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,204,1,0,0,6,0,1,7,7,31,66,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,104,1,0,0,6,0,0,7,7,88,66,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,102,0,0,15,22,0,0,30,0,30,51,1
IGHV4-59*08,IGHD2-8*02,IGHJ6*04,0,2,1,11,29,0,4,25,0,24,56,1
IGHV3-7*03,IGHD3-22*01,IGHJ1*01,88,2,6,7,8,0,0,8,0,30,48,1
